73.87387	153.4516	79.27928	142.20837
79.27928	142.20837	91.89189	146.80142
91.89189	146.80142	84.684685	159.6917
84.684685	159.6917	97.297295	168.54189
97.297295	168.54189	90.09009	181.81194
90.09009	181.81194	79.27928	172.74844
79.27928	172.74844	70.27027	164.71165
70.27027	164.71165	61.26126	158.55309
61.26126	158.55309	54.054054	167.63322
54.054054	167.63322	63.063065	174.41415
63.063065	174.41415	25.225225	155.78998
25.225225	155.78998	25.225225	107.78999
25.225225	107.78999	48.648647	65.89455
48.648647	65.89455	25.225225	24.0
25.225225	24.0	73.87387	24.260786
73.87387	24.260786	122.52252	24.264767
122.52252	24.264767	171.17117	24.26482
171.17117	24.26482	169.36937	55.84343
169.36937	55.84343	144.14415	57.657658
144.14415	57.657658	151.35135	81.03891
151.35135	81.03891	127.927925	76.14173
127.927925	76.14173	97.297295	66.15569
97.297295	66.15569	97.297295	104.08757
97.297295	104.08757	108.10811	94.619736
108.10811	94.619736	118.91892	86.929634
118.91892	86.929634	124.324326	99.03935
124.324326	99.03935	135.13513	89.469894
135.13513	89.469894	147.74774	97.09223
147.74774	97.09223	136.93694	107.85238
136.93694	107.85238	124.324326	116.58826
124.324326	116.58826	111.71171	108.61129
111.71171	108.61129	82.88288	114.8791
82.88288	114.8791	70.27027	129.77412
70.27027	129.77412	63.063065	145.48538
63.063065	145.48538	68.46847	183.5227
68.46847	183.5227	77.47748	190.18025
77.47748	190.18025	72.072075	201.77075
72.072075	201.77075	66.666664	210.46713
66.666664	210.46713	63.063065	219.11635
63.063065	219.11635	59.45946	226.7382
59.45946	226.7382	75.675674	215.71127
75.675674	215.71127	81.08108	207.36401
81.08108	207.36401	86.48649	197.57611
86.48649	197.57611	100.9009	192.05263
100.9009	192.05263	126.12613	208.35692
126.12613	208.35692	122.52252	224.89676
122.52252	224.89676	113.51351	238.7639
113.51351	238.7639	100.9009	242.53252
100.9009	242.53252	93.693695	236.53143
93.693695	236.53143	88.28829	227.4404
88.28829	227.4404	79.27928	225.01552
79.27928	225.01552	84.684685	235.87828
84.684685	235.87828	86.48649	244.28427
86.48649	244.28427	93.693695	248.17279
93.693695	248.17279	93.693695	256.13486
93.693695	256.13486	102.702705	251.91972
102.702705	251.91972	100.9009	260.65347
100.9009	260.65347	70.27027	223.9843
70.27027	223.9843	66.666664	231.59862
66.666664	231.59862	61.26126	237.54276
61.26126	237.54276	54.054054	242.91228
54.054054	242.91228	46.846848	238.6975
46.846848	238.6975	45.045044	230.16368
45.045044	230.16368	50.45045	222.90622
50.45045	222.90622	34.234234	235.93373
34.234234	235.93373	37.837837	221.21149
37.837837	221.21149	48.648647	179.91919
48.648647	179.91919	57.657658	187.8574
57.657658	187.8574	64.86487	194.58553
64.86487	194.58553	55.855854	198.13199
55.855854	198.13199	57.657658	207.07922
57.657658	207.07922	54.054054	215.13815
54.054054	215.13815	46.846848	192.12611
46.846848	192.12611	43.243244	202.42532
43.243244	202.42532	45.045044	212.34944
45.045044	212.34944	54.054054	232.7221
54.054054	232.7221	70.27027	239.36877
70.27027	239.36877	75.675674	233.19127
75.675674	233.19127	77.47748	242.49384
77.47748	242.49384	79.27928	250.20969
79.27928	250.20969	72.072075	247.86217
72.072075	247.86217	64.86487	244.99608
64.86487	244.99608	64.86487	253.74393
64.86487	253.74393	57.657658	250.19589
57.657658	250.19589	55.855854	258.63977
55.855854	258.63977	48.648647	252.1411
48.648647	252.1411	41.44144	246.07428
